"role","animation","source_file","row","col","source_x","source_y","tile_size","non_transparent_pixels","output_path"
"executive","sit_right_0","topexectuivegreyonly.png","4","4","540","540","72x133","4777","assets/source/characters/executive/sit_right_0.png"
"executive","sit_right_1","topexectuivegreyonly.png","4","5","669","540","71x133","4780","assets/source/characters/executive/sit_right_1.png"
"executive","sit_left_0","topexectuivegreyonly.png","4","6","796","540","72x133","4782","assets/source/characters/executive/sit_left_0.png"
"executive","sit_left_1","topexectuivegreyonly.png","4","7","925","540","71x133","4758","assets/source/characters/executive/sit_left_1.png"
"executive","sleep_down_0","topexectuivegreyonly.png","5","0","34","758","62x110","4736","assets/source/characters/executive/sleep_down_0.png"
"executive","sleep_down_1","topexectuivegreyonly.png","5","1","160","758","63x110","4781","assets/source/characters/executive/sleep_down_1.png"
"executive","sleep_up_0","topexectuivegreyonly.png","5","2","284","730","72x132","5967","assets/source/characters/executive/sleep_up_0.png"
"executive","sleep_up_1","topexectuivegreyonly.png","5","3","410","740","72x122","5490","assets/source/characters/executive/sleep_up_1.png"
"executive","sleep_right_0","topexectuivegreyonly.png","5","4","540","743","77x125","4887","assets/source/characters/executive/sleep_right_0.png"
"executive","sleep_right_1","topexectuivegreyonly.png","5","5","663","745","77x123","4843","assets/source/characters/executive/sleep_right_1.png"
"executive","sleep_left_0","topexectuivegreyonly.png","5","6","796","742","77x126","4933","assets/source/characters/executive/sleep_left_0.png"
"executive","sleep_left_1","topexectuivegreyonly.png","5","7","919","742","77x126","4917","assets/source/characters/executive/sleep_left_1.png"
"executive","coffee_down_0","topexectuivegreyonly.png","7","0","28","896","68x128","5441","assets/source/characters/executive/coffee_down_0.png"
"executive","coffee_down_1","topexectuivegreyonly.png","7","1","154","896","69x128","5432","assets/source/characters/executive/coffee_down_1.png"
"executive","coffee_up_0","topexectuivegreyonly.png","7","2","289","896","69x128","5480","assets/source/characters/executive/coffee_up_0.png"
"executive","coffee_up_1","topexectuivegreyonly.png","7","3","412","896","69x128","5471","assets/source/characters/executive/coffee_up_1.png"
"executive","coffee_right_0","topexectuivegreyonly.png","7","4","556","896","59x128","4091","assets/source/characters/executive/coffee_right_0.png"
"executive","coffee_right_1","topexectuivegreyonly.png","7","5","665","896","60x128","4090","assets/source/characters/executive/coffee_right_1.png"
"executive","coffee_left_0","topexectuivegreyonly.png","7","6","811","896","60x128","4101","assets/source/characters/executive/coffee_left_0.png"
"executive","coffee_left_1","topexectuivegreyonly.png","7","7","921","896","60x128","4120","assets/source/characters/executive/coffee_left_1.png"
"employee","walk_down_0","simpleguygreen.png","0","0","32","10","61x115","4268","assets/source/characters/employee/walk_down_0.png"
"employee","walk_down_1","simpleguygreen.png","0","1","158","10","65x115","4312","assets/source/characters/employee/walk_down_1.png"
"employee","walk_down_2","simpleguygreen.png","0","2","287","10","62x115","4256","assets/source/characters/employee/walk_down_2.png"
"employee","walk_down_3","simpleguygreen.png","0","3","415","10","63x115","4246","assets/source/characters/employee/walk_down_3.png"
"employee","walk_up_0","simpleguygreen.png","1","0","33","138","60x115","4165","assets/source/characters/employee/walk_up_0.png"
"employee","walk_up_1","simpleguygreen.png","1","1","161","138","61x115","4206","assets/source/characters/employee/walk_up_1.png"
"employee","walk_up_2","simpleguygreen.png","1","2","288","138","61x115","4213","assets/source/characters/employee/walk_up_2.png"
"employee","walk_up_3","simpleguygreen.png","1","3","415","139","62x114","4262","assets/source/characters/employee/walk_up_3.png"
"employee","walk_right_0","simpleguygreen.png","2","0","35","266","52x116","3543","assets/source/characters/employee/walk_right_0.png"
"employee","walk_right_1","simpleguygreen.png","2","1","162","266","55x115","3525","assets/source/characters/employee/walk_right_1.png"
"employee","walk_right_2","simpleguygreen.png","2","2","293","266","50x116","3587","assets/source/characters/employee/walk_right_2.png"
"employee","walk_right_3","simpleguygreen.png","2","3","419","266","55x116","3466","assets/source/characters/employee/walk_right_3.png"
"employee","walk_left_0","simpleguygreen.png","3","0","42","394","47x117","3507","assets/source/characters/employee/walk_left_0.png"
"employee","walk_left_1","simpleguygreen.png","3","1","163","394","54x116","3591","assets/source/characters/employee/walk_left_1.png"
"employee","walk_left_2","simpleguygreen.png","3","2","295","394","49x117","3604","assets/source/characters/employee/walk_left_2.png"
"employee","walk_left_3","simpleguygreen.png","3","3","425","394","50x116","3482","assets/source/characters/employee/walk_left_3.png"
"employee","sit_down_0","simpleguygreen.png","4","0","28","543","72x133","6023","assets/source/characters/employee/sit_down_0.png"
"employee","sit_down_1","simpleguygreen.png","4","1","159","543","69x133","5911","assets/source/characters/employee/sit_down_1.png"
"employee","sit_up_0","simpleguygreen.png","4","2","284","540","72x130","5796","assets/source/characters/employee/sit_up_0.png"
"employee","sit_up_1","simpleguygreen.png","4","3","409","540","73x130","5726","assets/source/characters/employee/sit_up_1.png"
"employee","sit_right_0","simpleguygreen.png","4","4","540","540","72x133","4788","assets/source/characters/employee/sit_right_0.png"
"employee","sit_right_1","simpleguygreen.png","4","5","669","540","71x133","4833","assets/source/characters/employee/sit_right_1.png"
"employee","sit_left_0","simpleguygreen.png","4","6","796","540","72x133","4808","assets/source/characters/employee/sit_left_0.png"
"employee","sit_left_1","simpleguygreen.png","4","7","924","540","72x133","4788","assets/source/characters/employee/sit_left_1.png"
"employee","sleep_down_0","simpleguygreen.png","5","0","33","758","63x110","4737","assets/source/characters/employee/sleep_down_0.png"
"employee","sleep_down_1","simpleguygreen.png","5","1","160","758","63x110","4729","assets/source/characters/employee/sleep_down_1.png"
"employee","sleep_up_0","simpleguygreen.png","5","2","284","729","73x133","5985","assets/source/characters/employee/sleep_up_0.png"
"employee","sleep_up_1","simpleguygreen.png","5","3","410","740","72x122","5525","assets/source/characters/employee/sleep_up_1.png"
"employee","sleep_right_0","simpleguygreen.png","5","4","540","743","77x125","4865","assets/source/characters/employee/sleep_right_0.png"
"employee","sleep_right_1","simpleguygreen.png","5","5","663","745","77x123","4832","assets/source/characters/employee/sleep_right_1.png"
"employee","sleep_left_0","simpleguygreen.png","5","6","796","742","77x126","4933","assets/source/characters/employee/sleep_left_0.png"
"employee","sleep_left_1","simpleguygreen.png","5","7","919","743","77x125","4902","assets/source/characters/employee/sleep_left_1.png"
"employee","coffee_down_0","simpleguygreen.png","7","0","28","896","68x128","5538","assets/source/characters/employee/coffee_down_0.png"
"employee","coffee_down_1","simpleguygreen.png","7","1","153","896","70x128","5498","assets/source/characters/employee/coffee_down_1.png"
"employee","coffee_up_0","simpleguygreen.png","7","2","289","896","70x128","5528","assets/source/characters/employee/coffee_up_0.png"
"employee","coffee_up_1","simpleguygreen.png","7","3","412","896","69x128","5491","assets/source/characters/employee/coffee_up_1.png"
"employee","coffee_right_0","simpleguygreen.png","7","4","555","896","63x128","4108","assets/source/characters/employee/coffee_right_0.png"
"employee","coffee_right_1","simpleguygreen.png","7","5","663","896","62x128","4072","assets/source/characters/employee/coffee_right_1.png"
"employee","coffee_left_0","simpleguygreen.png","7","6","811","896","62x128","4129","assets/source/characters/employee/coffee_left_0.png"
"employee","coffee_left_1","simpleguygreen.png","7","7","919","896","62x128","4096","assets/source/characters/employee/coffee_left_1.png"
